GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,42300101,7,1628369,Jayson Tatum,1610612738,Boston Celtics,1,11,42,Missed Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,11,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,9,1627759,Jaylen Brown,1610612738,Boston Celtics,1,11,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-159,210,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,13,1627759,Jaylen Brown,1610612738,Boston Celtics,1,11,12,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,20,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,16,204001,Kristaps Porzingis,1610612738,Boston Celtics,1,10,37,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-58,81,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,20,1628369,Jayson Tatum,1610612738,Boston Celtics,1,10,5,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,13,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,26,201950,Jrue Holiday,1610612738,Boston Celtics,1,9,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,164,209,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,30,204001,Kristaps Porzingis,1610612738,Boston Celtics,1,9,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-47,152,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,33,204001,Kristaps Porzingis,1610612738,Boston Celtics,1,8,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,31,-124,285,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,35,1628369,Jayson Tatum,1610612738,Boston Celtics,1,8,26,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,112,236,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,39,1628401,Derrick White,1610612738,Boston Celtics,1,7,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,191,168,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,45,1628401,Derrick White,1610612738,Boston Celtics,1,7,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,188,172,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,65,1627759,Jaylen Brown,1610612738,Boston Celtics,1,6,16,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-33,18,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,75,1627759,Jaylen Brown,1610612738,Boston Celtics,1,5,36,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,20,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,81,1630202,Payton Pritchard,1610612738,Boston Celtics,1,5,4,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-233,59,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,85,204001,Kristaps Porzingis,1610612738,Boston Celtics,1,4,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,175,175,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,99,1628369,Jayson Tatum,1610612738,Boston Celtics,1,3,36,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,156,200,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,101,1628369,Jayson Tatum,1610612738,Boston Celtics,1,3,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,151,201,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,115,201143,Al Horford,1610612738,Boston Celtics,1,3,4,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,16,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,120,1630202,Payton Pritchard,1610612738,Boston Celtics,1,2,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,157,232,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,123,1630573,Sam Hauser,1610612738,Boston Celtics,1,2,1,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-224,43,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,126,1630202,Payton Pritchard,1610612738,Boston Celtics,1,1,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-13,264,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,128,201143,Al Horford,1610612738,Boston Celtics,1,1,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,113,238,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,131,1630202,Payton Pritchard,1610612738,Boston Celtics,1,1,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,176,200,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,133,201950,Jrue Holiday,1610612738,Boston Celtics,1,1,1,Missed Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,46,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,137,201143,Al Horford,1610612738,Boston Celtics,1,0,42,Missed Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-1,36,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,141,1630573,Sam Hauser,1610612738,Boston Celtics,1,0,8,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,15,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,149,1630573,Sam Hauser,1610612738,Boston Celtics,2,11,18,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,229,28,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,155,1630573,Sam Hauser,1610612738,Boston Celtics,2,10,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-227,133,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,162,1630573,Sam Hauser,1610612738,Boston Celtics,2,10,4,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,223,32,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,178,1628369,Jayson Tatum,1610612738,Boston Celtics,2,9,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-115,254,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,180,1630202,Payton Pritchard,1610612738,Boston Celtics,2,9,15,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,28,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,183,1630573,Sam Hauser,1610612738,Boston Celtics,2,8,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,23,219,96,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,187,201143,Al Horford,1610612738,Boston Celtics,2,8,4,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-42,81,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,191,1628369,Jayson Tatum,1610612738,Boston Celtics,2,7,30,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,65,133,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,212,1628369,Jayson Tatum,1610612738,Boston Celtics,2,6,34,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,120,105,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,216,204001,Kristaps Porzingis,1610612738,Boston Celtics,2,6,3,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,45,133,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,220,201950,Jrue Holiday,1610612738,Boston Celtics,2,5,36,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,25,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,226,1627759,Jaylen Brown,1610612738,Boston Celtics,2,5,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-176,186,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,230,1628369,Jayson Tatum,1610612738,Boston Celtics,2,4,43,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,-58,100,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,236,1628369,Jayson Tatum,1610612738,Boston Celtics,2,4,13,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,6,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,239,1628401,Derrick White,1610612738,Boston Celtics,2,3,40,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,6,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,256,204001,Kristaps Porzingis,1610612738,Boston Celtics,2,2,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-168,242,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,261,1628369,Jayson Tatum,1610612738,Boston Celtics,2,2,9,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,76,243,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,265,1627759,Jaylen Brown,1610612738,Boston Celtics,2,1,51,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-34,11,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,269,204001,Kristaps Porzingis,1610612738,Boston Celtics,2,1,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,33,-129,311,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,273,204001,Kristaps Porzingis,1610612738,Boston Celtics,2,0,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-91,274,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,276,1628401,Derrick White,1610612738,Boston Celtics,2,0,9,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,6,83,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,289,201950,Jrue Holiday,1610612738,Boston Celtics,2,0,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,45,-217,395,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,299,1628369,Jayson Tatum,1610612738,Boston Celtics,3,11,27,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-154,78,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,301,1627759,Jaylen Brown,1610612738,Boston Celtics,3,11,15,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,43,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,305,201950,Jrue Holiday,1610612738,Boston Celtics,3,10,48,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,125,222,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,308,1628369,Jayson Tatum,1610612738,Boston Celtics,3,10,18,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-125,252,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,314,204001,Kristaps Porzingis,1610612738,Boston Celtics,3,9,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-145,231,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,316,1628369,Jayson Tatum,1610612738,Boston Celtics,3,9,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,153,216,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,323,1628401,Derrick White,1610612738,Boston Celtics,3,8,57,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,152,227,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,335,1628369,Jayson Tatum,1610612738,Boston Celtics,3,7,36,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-9,30,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,339,1628401,Derrick White,1610612738,Boston Celtics,3,7,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,181,190,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,346,1627759,Jaylen Brown,1610612738,Boston Celtics,3,6,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-179,193,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,350,1627759,Jaylen Brown,1610612738,Boston Celtics,3,5,41,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,217,146,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,356,201950,Jrue Holiday,1610612738,Boston Celtics,3,5,24,Missed Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,7,32,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,360,201950,Jrue Holiday,1610612738,Boston Celtics,3,4,43,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-23,35,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,365,201143,Al Horford,1610612738,Boston Celtics,3,4,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,141,247,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,377,204001,Kristaps Porzingis,1610612738,Boston Celtics,3,3,28,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-165,247,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,380,201143,Al Horford,1610612738,Boston Celtics,3,3,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,109,243,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,396,1628401,Derrick White,1610612738,Boston Celtics,3,1,55,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,85,157,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,402,204001,Kristaps Porzingis,1610612738,Boston Celtics,3,1,25,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-120,168,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,406,1627759,Jaylen Brown,1610612738,Boston Celtics,3,1,2,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-22,32,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,414,1628401,Derrick White,1610612738,Boston Celtics,3,0,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-66,264,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,422,1627759,Jaylen Brown,1610612738,Boston Celtics,3,0,2,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-33,56,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,429,201143,Al Horford,1610612738,Boston Celtics,4,11,38,Made Shot,Driving Bank Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,29,14,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,437,201143,Al Horford,1610612738,Boston Celtics,4,10,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-115,248,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,449,1628401,Derrick White,1610612738,Boston Celtics,4,9,13,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-16,279,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,453,1630202,Payton Pritchard,1610612738,Boston Celtics,4,8,24,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,123,51,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,466,1628369,Jayson Tatum,1610612738,Boston Celtics,4,7,49,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-6,168,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,469,1630202,Payton Pritchard,1610612738,Boston Celtics,4,6,57,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,56,-163,545,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,484,204001,Kristaps Porzingis,1610612738,Boston Celtics,4,5,48,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-131,94,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,487,201950,Jrue Holiday,1610612738,Boston Celtics,4,5,10,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-23,31,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,489,1627759,Jaylen Brown,1610612738,Boston Celtics,4,5,9,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,11,24,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,497,1628369,Jayson Tatum,1610612738,Boston Celtics,4,4,3,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,27,34,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,504,1628401,Derrick White,1610612738,Boston Celtics,4,3,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,175,206,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,509,1628369,Jayson Tatum,1610612738,Boston Celtics,4,3,10,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,108,237,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,512,204001,Kristaps Porzingis,1610612738,Boston Celtics,4,3,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,31,145,285,1,0,20240421,BOS,MIA
Shot Chart Detail,42300102,7,201950,Jrue Holiday,1610612738,Boston Celtics,1,11,42,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-49,60,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,11,1628401,Derrick White,1610612738,Boston Celtics,1,11,6,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,5,31,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,15,1627759,Jaylen Brown,1610612738,Boston Celtics,1,10,35,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,131,15,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,23,1628369,Jayson Tatum,1610612738,Boston Celtics,1,9,50,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,2,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,26,1628369,Jayson Tatum,1610612738,Boston Celtics,1,9,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,211,134,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,31,204001,Kristaps Porzingis,1610612738,Boston Celtics,1,8,46,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,31,105,299,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,34,1628369,Jayson Tatum,1610612738,Boston Celtics,1,8,6,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-119,233,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,38,201950,Jrue Holiday,1610612738,Boston Celtics,1,7,47,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-9,64,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,42,1628369,Jayson Tatum,1610612738,Boston Celtics,1,7,37,Made Shot,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-1,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,46,1628369,Jayson Tatum,1610612738,Boston Celtics,1,7,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,92,254,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,52,201950,Jrue Holiday,1610612738,Boston Celtics,1,6,28,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-31,27,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,64,204001,Kristaps Porzingis,1610612738,Boston Celtics,1,5,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-199,178,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,68,1627759,Jaylen Brown,1610612738,Boston Celtics,1,5,28,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,20,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,70,204001,Kristaps Porzingis,1610612738,Boston Celtics,1,5,27,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,74,204001,Kristaps Porzingis,1610612738,Boston Celtics,1,4,51,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-40,75,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,78,1628401,Derrick White,1610612738,Boston Celtics,1,4,22,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,11,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,87,1627759,Jaylen Brown,1610612738,Boston Celtics,1,3,54,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,6,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,95,1627759,Jaylen Brown,1610612738,Boston Celtics,1,3,12,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-77,165,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,100,1627759,Jaylen Brown,1610612738,Boston Celtics,1,2,47,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,10,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,104,1628401,Derrick White,1610612738,Boston Celtics,1,2,32,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-123,230,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,129,201950,Jrue Holiday,1610612738,Boston Celtics,1,1,28,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-76,264,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,131,201143,Al Horford,1610612738,Boston Celtics,1,1,24,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,19,14,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,143,1628369,Jayson Tatum,1610612738,Boston Celtics,1,0,27,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,138,25,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,168,1628369,Jayson Tatum,1610612738,Boston Celtics,2,11,17,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-76,273,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,172,1630573,Sam Hauser,1610612738,Boston Celtics,2,10,53,Made Shot,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,33,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,181,1628369,Jayson Tatum,1610612738,Boston Celtics,2,10,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-12,22,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,184,1630573,Sam Hauser,1610612738,Boston Celtics,2,9,30,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-89,25,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,188,201950,Jrue Holiday,1610612738,Boston Celtics,2,9,7,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-136,226,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,198,201143,Al Horford,1610612738,Boston Celtics,2,8,44,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,2,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,206,1630573,Sam Hauser,1610612738,Boston Celtics,2,8,16,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-145,206,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,210,1628369,Jayson Tatum,1610612738,Boston Celtics,2,7,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,23,269,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,212,1627759,Jaylen Brown,1610612738,Boston Celtics,2,7,35,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,8,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,226,1627759,Jaylen Brown,1610612738,Boston Celtics,2,6,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-137,239,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,230,1627759,Jaylen Brown,1610612738,Boston Celtics,2,6,51,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-50,38,1,0,20240424,BOS,MIA
